ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
MF	GO:0001098	basal transcription machinery binding	71	-0.435702756275666	-1.52806473605971	0.00292342336362379	0.0477492482725219	0.0428147085704988	7040	tags=37%, list=19%, signal=30%	3192/8202/6925/123169/22828/55197/58490/79577/56950/51585/26523/51322/26610/8518/494327/2072/1660/55140/23248/9646/367/693169/2103/407039/406932/406904
MF	GO:0001099	basal RNA polymerase II transcription machinery binding	71	-0.435702756275666	-1.52806473605971	0.00292342336362379	0.0477492482725219	0.0428147085704988	7040	tags=37%, list=19%, signal=30%	3192/8202/6925/123169/22828/55197/58490/79577/56950/51585/26523/51322/26610/8518/494327/2072/1660/55140/23248/9646/367/693169/2103/407039/406932/406904
BP	GO:0061008	hepaticobiliary system development	138	-0.437148878279981	-1.35934770966649	2.24249458610332e-06	0.000194952351920918	0.000174805435364953	3677	tags=24%, list=10%, signal=22%	3482/3249/5915/7049/5860/7298/3157/7547/10419/3162/9104/595/634/5106/3549/23242/3651/50/54658/255738/6927/5774/11113/1373/38/1543/5105/383/5009/1361/7448/570/2267
BP	GO:0051893	regulation of focal adhesion assembly	60	-0.437341426936456	-1.47517671318336	0.00270174245415849	0.0451313796319657	0.0404673777333396	4761	tags=42%, list=13%, signal=36%	4088/5747/387/23499/6093/9647/5795/10395/23122/395/7248/54828/22998/90102/9748/11170/1845/57662/2039/7057/7010/3791/57669/6422/3273
BP	GO:0090109	regulation of cell-substrate junction assembly	60	-0.437341426936456	-1.47517671318336	0.00270174245415849	0.0451313796319657	0.0404673777333396	4761	tags=42%, list=13%, signal=36%	4088/5747/387/23499/6093/9647/5795/10395/23122/395/7248/54828/22998/90102/9748/11170/1845/57662/2039/7057/7010/3791/57669/6422/3273
BP	GO:0150116	regulation of cell-substrate junction organization	60	-0.437341426936456	-1.47517671318336	0.00270174245415849	0.0451313796319657	0.0404673777333396	4761	tags=42%, list=13%, signal=36%	4088/5747/387/23499/6093/9647/5795/10395/23122/395/7248/54828/22998/90102/9748/11170/1845/57662/2039/7057/7010/3791/57669/6422/3273
MF	GO:0004402	histone acetyltransferase activity	64	-0.43872445228341	-1.51889847660552	0.00299924091475301	0.0484977255915562	0.0434858361682189	9351	tags=58%, list=26%, signal=43%	1386/284058/57325/5977/8520/8850/80218/27097/80314/2959/6872/8202/26122/3054/54107/9575/51773/117143/23326/8888/11143/23522/1387/7994/54556/93624/11091/8648/55140/2033/8110/9329/10524/151050/9085/203611/253175
BP	GO:0001889	liver development	135	-0.439407842003675	-1.59024859373914	2.6975586463726e-06	0.000227185017249192	0.000203707087692632	3677	tags=24%, list=10%, signal=22%	3482/3249/5915/7049/5860/7298/3157/7547/10419/3162/9104/595/634/5106/3549/23242/3651/50/54658/255738/6927/5774/11113/1373/38/1543/5105/383/5009/1361/7448/570/2267
BP	GO:0046165	alcohol biosynthetic process	175	-0.439650093104856	-1.48011097391611	2.19277163740775e-08	3.69344972675868e-06	3.31175839184806e-06	5909	tags=38%, list=16%, signal=32%	653308/89869/117/57678/407031/1717/654/79947/5978/4047/84105/56624/32/2629/407032/117283/1584/3707/3638/2224/1719/9517/9619/650/6721/2222/3156/10558/11160/4790/5860/6622/47/3422/3157/573971/64768/5336/7421/340485/406959/2246/5745/5563/1593/6309/406961/1595/5334/5106/2805/2852/427/23228/3613/10449/653/407053/9651/1080/1066/5105/1576/3158/1581/335/116519
BP	GO:0009267	cellular response to starvation	147	-0.441214676956428	-1.43886612139808	1.51347849881763e-06	0.000140649122562535	0.000126114052285022	9327	tags=51%, list=26%, signal=38%	6720/355/27244/7486/84219/4654/10325/389493/11337/1026/8897/144577/81929/4217/143686/3920/10985/5595/55062/168620/659/22863/8493/23032/9681/10670/55626/11345/2475/4780/2308/96459/56270/8678/5562/79567/55364/1965/9213/467/2629/26/23411/5899/8428/5289/5599/5166/93664/6721/5287/3312/30849/1824/53349/5594/80315/23235/23710/596/81788/283375/5563/120892/5587/6422/92196/7071/255738/220441/58528/10991/5105/54474/213
BP	GO:0006690	icosanoid metabolic process	114	-0.441226752260916	-1.44695892279924	1.1021775866497e-05	0.000737923411470392	0.000661664360224795	4060	tags=32%, list=11%, signal=29%	406987/50640/284273/1907/1571/8824/728441/22949/51/1558/1565/728226/8605/2166/145482/124975/2938/5446/552/91227/2678/2679/2053/1573/3248/1800/1543/525/1555/1109/255189/50487/1579/5444/1549/1544/1548
BP	GO:0046889	positive regulation of lipid biosynthetic process	81	-0.442140659569982	-1.56183978464874	0.000312242510319607	0.0098295729437159	0.00881375762306695	2060	tags=23%, list=6%, signal=22%	9619/1389/3949/2170/26137/221395/51085/406959/9104/552/2246/57406/10891/407053/345275/1081/1581/335/116519
BP	GO:0032922	circadian regulation of gene expression	62	-0.442758269714454	-1.53614285571359	0.00242190824022909	0.0418400173552398	0.0375161539596441	7040	tags=45%, list=19%, signal=37%	5927/8864/3192/4297/8204/406/1407/9575/5187/148523/10075/23411/10499/6928/23077/6095/25819/4804/10419/8863/5465/55366/6097/1958/9099/10891/1408/8431
BP	GO:0006694	steroid biosynthetic process	196	-0.444923159915924	-1.52983928828526	3.99331788861681e-09	8.49630924459655e-07	7.61827709110912e-07	3767	tags=28%, list=10%, signal=25%	9965/2222/3156/10998/11160/3295/50846/9420/4790/5007/3284/7923/47/3422/3157/114876/7421/8309/406959/2246/5563/1593/6309/406961/29842/51302/1958/1595/10826/5087/10891/427/6718/10449/653/407039/5618/407053/3291/11001/8630/1080/1066/1109/8647/1576/3158/1081/1392/1581/335/570/1586/116519
BP	GO:1901607	alpha-amino acid biosynthetic process	64	-0.445236520643999	-1.54144376821388	0.00218538467168098	0.0386626587976821	0.0346671524447009	6088	tags=39%, list=17%, signal=33%	2806/1491/2744/256987/60496/51074/26227/55258/27165/10157/2746/4524/23743/4522/6470/2747/2678/22928/2805/1373/635/64902/5053/189/5009
BP	GO:0060964	regulation of gene silencing by miRNA	83	-0.4457748464455	-1.60763493946568	0.000206632714418175	0.00728346634016011	0.00653077273504315	9520	tags=52%, list=26%, signal=38%	23369/1981/5604/1956/23511/7538/283131/10762/53371/81929/9631/7175/8994/84872/4928/23165/5434/10269/8737/9698/9818/10526/9883/1655/144233/55746/5431/8021/9611/5903/9972/26523/84944/5432/5430/23279/1660/100750247/5468/652/84962/4613/131405
BP	GO:0006633	fatty acid biosynthetic process	162	-0.446131033308747	-1.62267332347901	1.27643508088739e-07	1.66451252080235e-05	1.49249718201553e-05	4730	tags=34%, list=13%, signal=30%	55258/3638/23411/171586/4023/84532/84869/5166/406987/50640/1907/1571/11160/84696/54988/51495/6296/55825/6785/1558/7923/1565/47/51085/5354/5564/5825/23417/253017/79152/26027/406959/9104/552/11057/123876/5563/79993/634/122970/33/2053/3990/348158/3248/407039/407053/1543/134526/255189/1576/1581/1544/345/116519
BP	GO:0046364	monosaccharide biosynthetic process	91	-0.44631535929944	-1.70677574482176	3.50136882223614e-05	0.00191274100863373	0.00171507304969703	6982	tags=47%, list=19%, signal=38%	8402/230/10776/57223/2308/5207/1407/2820/2806/4190/2023/57486/2542/1642/467/3953/5903/5230/23411/84912/10993/10165/5223/5091/2033/2819/5465/406901/9104/57818/2027/5950/5106/6652/5164/2805/8789/10891/2203/27232/5105/229/2538
MF	GO:0015297	antiporter activity	85	-0.446699322151953	-1.66221658369072	0.00011490697605564	0.00478877784231883	0.00429389226313183	2858	tags=28%, list=8%, signal=26%	254428/1183/292/253512/57835/146802/10861/291/6583/5172/83697/6550/1184/115019/55244/10991/1811/25769/9356/6549/114571/6521/115111/389015
BP	GO:0070830	bicellular tight junction assembly	55	-0.44757065349883	-1.47155508526097	0.00260211667695752	0.0441977170865578	0.0396302024639682	6523	tags=45%, list=18%, signal=37%	4301/7124/84612/10015/151306/90952/6801/7082/6093/5175/84552/5583/1969/324/6722/64398/92359/91862/153562/143098/7855/100506658/10207/143162/7481
BP	GO:0044242	cellular lipid catabolic process	216	-0.449132316457472	-1.64371180457986	1.91778563010102e-10	6.20211872774669e-08	5.56117458294977e-08	4228	tags=36%, list=12%, signal=32%	2581/3949/6342/23600/2170/5191/50640/35/5096/56603/2517/3295/84696/57704/166785/3030/91452/51/55825/222236/283927/10455/6653/8605/3033/2166/3032/3712/5825/23417/5336/8228/2108/5465/340485/8309/3991/339221/11057/1384/549/2110/1374/26275/5106/57406/27329/33/5095/5264/3990/1376/224/34/427/84830/1373/10449/1962/84129/38/57733/2168/2167/129807/11001/13/54363/51179/255189/5105/1056/1579/336/335/345/116519
BP	GO:0051188	cofactor biosynthetic process	230	-0.449543609393262	-1.76360978188947	1e-10	3.85e-08	3.45213032581454e-08	8544	tags=51%, list=23%, signal=39%	4338/10327/27304/9054/79066/27010/27247/2534/10229/57019/4258/55229/2639/11019/5162/109703458/2954/5538/2181/84191/5092/3029/1497/25974/4780/51144/1352/23475/5160/57017/84274/349565/29914/51562/201562/79646/4779/133686/81689/160760/8050/6708/56997/84105/26873/54981/32/3418/27249/56898/51004/125061/4682/55066/27430/23498/1719/3313/54704/23205/84532/57107/84869/5166/25874/107075310/1355/64802/200895/211/57546/166785/51660/1738/80224/3658/1737/122961/6785/4129/55163/5860/6622/7923/4522/2235/47/55748/5161/4144/573971/23417/210/2729/10588/83594/124975/200205/9104/8803/79993/2678/2679/5164/130013/2180/10243/23305/23057/212/38/53354/1543/160728/9390/27231/1544
BP	GO:1901616	organic hydroxy compound catabolic process	74	-0.449848702133539	-1.59652233126463	0.000269499904703134	0.00896669436018453	0.00804005130470212	2988	tags=28%, list=8%, signal=26%	4129/6531/57026/27284/1593/51302/27233/2710/6652/219/6718/3613/55586/197257/27124/54363/1056/1579/1581/6822/127
MF	GO:0008514	organic anion transmembrane transporter activity	209	-0.450055697739154	-1.62189302769993	5.89652672854706e-10	1.44464904849403e-07	1.29535501051048e-07	2741	tags=32%, list=8%, signal=30%	6506/345274/6539/292/253512/57835/6568/80736/23428/10861/56606/9122/347411/6578/284439/114789/291/200931/8671/353189/634/123264/201232/5172/6505/83697/10050/6514/10246/6540/11136/162515/159963/9194/153201/10786/387700/55089/6519/115019/220963/10991/157724/55867/89874/10864/1811/9356/11001/6555/6561/160728/348932/1080/114571/1109/116085/8647/6554/340024/6521/9390/115111/55117/10599/146167/9058
MF	GO:0015291	secondary active transmembrane transporter activity	237	-0.451140831121587	-1.82941609843517	1e-10	3.85e-08	3.45213032581454e-08	2858	tags=32%, list=8%, signal=30%	254428/26503/1183/6531/6506/345274/6539/9154/10723/292/253512/57835/1015/6568/146802/9990/10861/142680/56606/9122/6578/347051/291/8671/353189/6583/51151/201232/5172/57864/6505/115584/83697/10050/10246/154091/6540/6532/6550/162515/159963/9194/153201/10786/387700/55089/1184/115019/55244/125206/220963/10991/55867/10864/1811/6524/6530/25769/9356/6557/6555/6549/6561/160728/348932/114571/6523/6554/6569/340024/6521/115111/55117/389015/9376/10599/9058
MF	GO:0022853	active ion transmembrane transporter activity	236	-0.451748570066864	-1.82936877238048	1e-10	3.85e-08	3.45213032581454e-08	2858	tags=33%, list=8%, signal=30%	254428/26503/1183/6531/506/6506/345274/6539/9154/10723/292/57835/51382/10396/491/9990/10861/142680/56606/6578/479/291/8671/353189/10257/6583/51151/540/523/5172/6505/115584/83697/10050/10246/154091/6540/6532/6550/159963/9194/153201/10786/1184/50617/115019/125206/55867/245973/10864/1811/6524/6530/25769/9356/6557/496/6555/6549/6561/160728/348932/114571/6523/127124/245972/8647/6554/6569/340024/6521/115111/55117/389015/9376/10599/9058
BP	GO:0072330	monocarboxylic acid biosynthetic process	235	-0.454118604027401	-1.82157981881966	1e-10	3.85e-08	3.45213032581454e-08	4730	tags=35%, list=13%, signal=31%	55258/3638/23411/171586/4023/84532/10993/84869/6342/23600/5166/406987/50640/1907/9965/10998/1571/11160/3295/84696/112817/54988/9420/51495/6296/55825/5007/6785/1558/7923/1565/47/51085/5354/5564/5825/114876/23417/10170/253017/79152/8309/26027/406959/92126/9104/552/11057/123876/5563/79993/1593/406961/51302/634/122970/33/2053/130013/3990/6718/64577/348158/3248/2628/18/407039/407053/1543/11001/5313/134526/1109/255189/8647/1576/189/1581/1544/570/345/116519
MF	GO:0043175	RNA polymerase core enzyme binding	60	-0.454888413917342	-1.53436366641131	0.00141822568049108	0.0283119867327663	0.0253861475283744	7040	tags=42%, list=19%, signal=34%	3192/8202/123169/22828/55197/58490/79577/56950/51585/26523/51322/26610/144108/8518/494327/1660/55140/23248/9646/2064/693169/2103/407039/406932/406904
BP	GO:1990748	cellular detoxification	109	-0.455283743131037	-1.44028851666377	1.56051033182019e-05	0.000970517387135864	0.000870221429574546	2645	tags=21%, list=7%, signal=20%	51109/573971/3050/128/2938/84203/9104/3043/948/9429/23530/2176/55937/847/145226/4353/2168/389434/3042/3048/3047/213/127
BP	GO:1905953	negative regulation of lipid localization	55	-0.455297705362279	-1.49696064385791	0.00198935081214366	0.0360625590048913	0.0323357541733146	3053	tags=27%, list=8%, signal=25%	4790/407019/5468/7057/100126318/158219/5465/693120/255738/407039/1950/406916/64241/336/345
BP	GO:0000422	autophagy of mitochondrion	76	-0.456098333245187	-1.58960816588292	0.00018707408991662	0.00677259332090277	0.00607269474999933	8927	tags=47%, list=24%, signal=36%	11337/665/57602/5071/8878/23130/27429/64422/2011/55062/22863/7416/55626/11345/56270/8678/54832/10193/10133/84749/2629/493856/3064/55102/664/6721/25793/9927/55187/79594/23710/65018/132671/7855/1513/10891
BP	GO:0061726	mitochondrion disassembly	76	-0.456098333245187	-1.58960816588292	0.00018707408991662	0.00677259332090277	0.00607269474999933	8927	tags=47%, list=24%, signal=36%	11337/665/57602/5071/8878/23130/27429/64422/2011/55062/22863/7416/55626/11345/56270/8678/54832/10193/10133/84749/2629/493856/3064/55102/664/6721/25793/9927/55187/79594/23710/65018/132671/7855/1513/10891
CC	GO:0008023	transcription elongation factor complex	58	-0.456906965460131	-1.55243458746761	0.0028508845842993	0.0469437919838286	0.0420924903678193	8463	tags=48%, list=23%, signal=37%	2074/6924/5828/22938/4300/5925/25920/79664/80349/51755/123169/79577/904/6830/11198/23379/27125/8812/26610/8518/55140/4299/55840/9646/3899/728929/162699/107983955
MF	GO:0005342	organic acid transmembrane transporter activity	152	-0.457862279510486	-1.64740945268301	6.56049546478974e-08	9.8225195986713e-06	8.80743319025476e-06	2072	tags=30%, list=6%, signal=29%	6568/23428/10861/9122/347411/6578/200931/634/123264/201232/5172/6505/10050/10246/6540/11136/162515/159963/9194/153201/10786/387700/55089/6519/115019/220963/10991/157724/89874/1811/11001/6555/6561/160728/348932/114571/1109/8647/6554/340024/9390/115111/55117/10599/146167/9058
MF	GO:0046943	carboxylic acid transmembrane transporter activity	152	-0.457862279510486	-1.64740945268301	6.56049546478974e-08	9.8225195986713e-06	8.80743319025476e-06	2072	tags=30%, list=6%, signal=29%	6568/23428/10861/9122/347411/6578/200931/634/123264/201232/5172/6505/10050/10246/6540/11136/162515/159963/9194/153201/10786/387700/55089/6519/115019/220963/10991/157724/89874/1811/11001/6555/6561/160728/348932/114571/1109/8647/6554/340024/9390/115111/55117/10599/146167/9058
MF	GO:0015294	solute:cation symporter activity	103	-0.45816455134972	-1.56420252403039	8.7130447613142e-06	0.000617938306098468	0.000554078848302594	2979	tags=38%, list=8%, signal=35%	57210/26503/6531/6506/345274/6539/9154/10723/57835/9990/142680/56606/8671/51151/6505/115584/83697/10050/10246/154091/6540/6532/159963/153201/10786/125206/6524/6530/6557/6555/6561/160728/348932/6523/6554/6569/340024/55117/9058
BP	GO:0008652	cellular amino acid biosynthetic process	81	-0.458398886941886	-1.61927116036071	0.000117046249549203	0.00480364937870712	0.00430722693371818	6088	tags=42%, list=17%, signal=35%	2806/1491/2744/256987/60496/51074/26227/55258/27165/10157/883/2746/4524/1036/23743/4522/284716/6470/339983/2875/2747/2678/22928/443/51733/2805/374569/1373/635/18/64902/5053/189/5009
MF	GO:0004497	monooxygenase activity	99	-0.458975518400844	-1.76115665956885	6.55795024009768e-06	0.00049093544158509	0.000440200811925465	3158	tags=31%, list=9%, signal=29%	9420/1645/1558/1565/392636/57553/2327/285440/1593/51302/1595/10826/2330/1573/6718/1551/4843/2326/1543/1555/1109/284541/1579/1576/7299/5053/1581/1549/1544/1586/1548
BP	GO:0019218	regulation of steroid metabolic process	124	-0.460100969420703	-1.60119949064736	8.05030515559056e-07	7.93740453450606e-05	7.11713114333148e-05	5804	tags=41%, list=16%, signal=35%	57678/407031/1717/654/5978/4047/32/7536/407032/3638/23411/2224/9619/6095/3949/650/183/6721/9965/2222/3156/11160/50846/4790/407019/3422/3157/158219/7421/406959/2246/6309/406961/6097/1958/1595/33/2053/10891/427/54658/185/3815/653/407039/407053/1081/1581/336/335/116519
BP	GO:0042304	regulation of fatty acid biosynthetic process	55	-0.460994353735299	-1.51569049537236	0.00167358406642939	0.0316143158343028	0.0283472047847988	2060	tags=20%, list=6%, signal=19%	406959/9104/552/5563/634/33/407039/407053/1581/345/116519
BP	GO:0019319	hexose biosynthetic process	85	-0.461689744184684	-1.71799756849116	5.54474296121812e-05	0.00276723745934868	0.00248126346809027	6982	tags=49%, list=19%, signal=40%	8402/230/10776/57223/2308/5207/1407/2820/2806/4190/2023/57486/2542/1642/467/3953/5903/5230/23411/84912/10993/10165/5223/5091/2033/2819/5465/406901/57818/2027/5950/5106/6652/5164/2805/8789/10891/2203/27232/5105/229/2538
BP	GO:0002576	platelet degranulation	128	-0.462128474892933	-1.62054190589641	1.38609231831492e-06	0.000133411385637811	0.000119624283160837	1613	tags=20%, list=4%, signal=19%	7450/7057/27154/139322/7123/22927/10257/948/6414/6812/7078/3699/2153/1950/6694/29106/5340/5004/350/3827/335/197/5005/213/3273
BP	GO:0019674	NAD metabolic process	51	-0.462223988509821	-1.46583422361196	0.00272345719450544	0.0452138632804446	0.0405413372928974	7341	tags=49%, list=20%, signal=39%	2821/3945/5211/230/23475/5214/2820/349565/4190/2023/133686/54981/5230/669/64802/5223/683/2819/5213/2027/23171/23057/5313/229/27231
BP	GO:0090181	regulation of cholesterol metabolic process	63	-0.462645305983638	-1.59130487575267	0.00105175748749126	0.0232334953179422	0.0208324814965554	5804	tags=40%, list=16%, signal=33%	57678/407031/1717/4047/32/407032/2224/9619/3949/6721/2222/3156/11160/3422/3157/158219/406959/2246/6309/406961/1595/33/2053/407053/1581
